,State,Year,Month,Period,State Name,Cocaine (T40.5),Heroin (T40.1),Methadone (T40.3),Natural & semi-synthetic opioids (T40.2),"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Number of Deaths,Number of Drug Overdose Deaths,"Opioids (T40.0-T40.4,T40.6)",Percent with drugs specified,Psychostimulants with abuse potential (T43.6),"Synthetic opioids, excl. methadone (T40.4)"
802,CT,2023,October,12 month-ending,Connecticut,642,88,132,154,273,"1,240","33,381","1,379","1,243",100,85,"1,158"
803,CT,2023,September,12 month-ending,Connecticut,660,95,127,161,277,"1,294","33,409","1,433","1,297",100,87,"1,209"
804,CT,2024,April,12 month-ending,Connecticut,621,76,125,140,254,"1,122","33,198","1,254","1,125",99.84051037,79,"1,048"
805,CT,2024,August,12 month-ending,Connecticut,552,60,129,124,242,982,"33,267","1,111",985,99.729973,71,902
806,CT,2024,February,12 month-ending,Connecticut,637,71,128,132,248,"1,162","32,912","1,288","1,165",99.8447205,75,"1,090"
807,CT,2024,January,12 month-ending,Connecticut,640,78,138,143,266,"1,193","32,885","1,325","1,196",99.8490566,80,"1,115"
808,CT,2024,July,12 month-ending,Connecticut,581,65,129,128,246,"1,008","33,214","1,146","1,012",99.82547993,70,930
809,CT,2024,June,12 month-ending,Connecticut,604,68,130,138,255,"1,056","33,256","1,190","1,060",99.83193277,78,979
810,CT,2024,March,12 month-ending,Connecticut,639,75,129,134,251,"1,159","33,089","1,286","1,162",99.844479,79,"1,087"
811,CT,2024,May,12 month-ending,Connecticut,608,74,128,139,255,"1,074","33,175","1,206","1,076",99.83416252,75,997
812,DC,2015,April,12 month-ending,District of Columbia,43,52,,20,24,39,"5,740",113,80,100,,20
813,DC,2015,August,12 month-ending,District of Columbia,33,53,,20,25,39,"5,703",115,82,100,,17
814,DC,2015,December,12 month-ending,District of Columbia,37,83,,21,27,51,"5,706",144,112,100,,28
815,DC,2015,February,12 month-ending,District of Columbia,41,48,,23,28,39,"5,632",113,80,100,,17
816,DC,2015,January,12 month-ending,District of Columbia,41,50,10,23,28,38,"5,589",113,81,99.11504425,,15
817,DC,2015,July,12 month-ending,District of Columbia,36,51,,21,25,39,"5,668",114,80,100,,17
818,DC,2015,June,12 month-ending,District of Columbia,39,53,,20,23,39,"5,678",119,83,100,,19
819,DC,2015,March,12 month-ending,District of Columbia,42,49,,22,26,40,"5,704",115,80,100,,20
820,DC,2015,May,12 month-ending,District of Columbia,43,53,,18,22,41,"5,706",118,83,100,,23
821,DC,2015,November,12 month-ending,District of Columbia,32,77,,16,22,44,"5,754",135,102,100,,24
822,DC,2015,October,12 month-ending,District of Columbia,31,69,,18,24,41,"5,719",126,95,100,,18
823,DC,2015,September,12 month-ending,District of Columbia,29,64,,19,25,42,"5,683",122,92,100,,20
824,DC,2016,April,12 month-ending,District of Columbia,46,95,14,28,37,80,"5,662",174,135,99.42528736,,50
825,DC,2016,August,12 month-ending,District of Columbia,76,121,15,38,46,124,"5,789",239,181,99.16317992,,96
826,DC,2016,December,12 month-ending,District of Columbia,99,146,21,42,57,178,"6,055",300,230,99.33333333,,147
827,DC,2016,February,12 month-ending,District of Columbia,39,83,11,22,30,55,"5,610",146,113,100,,31
828,DC,2016,January,12 month-ending,District of Columbia,38,84,,22,29,55,"5,616",146,115,100,,32
829,DC,2016,July,12 month-ending,District of Columbia,67,117,16,34,44,114,"5,770",219,170,99.08675799,,86
830,DC,2016,June,12 month-ending,District of Columbia,60,113,15,32,42,105,"5,731",208,163,99.03846154,,76
831,DC,2016,March,12 month-ending,District of Columbia,42,89,11,25,33,65,"5,620",161,124,100,,39
832,DC,2016,May,12 month-ending,District of Columbia,57,107,15,33,43,97,"5,719",198,155,99.49494949,,66
833,DC,2016,November,12 month-ending,District of Columbia,97,137,20,43,55,171,"5,933",289,221,99.30795848,,140
834,DC,2016,October,12 month-ending,District of Columbia,83,122,16,40,49,145,"5,876",259,195,99.22779923,,118
835,DC,2016,September,12 month-ending,District of Columbia,80,120,15,40,48,132,"5,869",247,187,99.1902834,,104
836,DC,2017,April,12 month-ending,District of Columbia,132,178,28,47,69,242,"6,241",375,300,99.2,10,205
837,DC,2017,August,12 month-ending,District of Columbia,142,172,30,41,65,258,"6,296",377,303,98.67374005,12,223
838,DC,2017,December,12 month-ending,District of Columbia,139,144,27,37,58,236,"6,238",348,271,97.98850575,14,203
839,DC,2017,February,12 month-ending,District of Columbia,112,167,26,45,64,214,"6,177",342,271,99.41520468,,176
840,DC,2017,January,12 month-ending,District of Columbia,108,155,25,45,63,196,"6,128",326,253,99.38650307,,159
841,DC,2017,July,12 month-ending,District of Columbia,144,175,30,41,65,255,"6,314",383,305,98.95561358,13,218
842,DC,2017,June,12 month-ending,District of Columbia,143,177,31,44,68,254,"6,328",384,305,99.47916667,13,216
843,DC,2017,March,12 month-ending,District of Columbia,123,176,30,46,68,231,"6,227",357,286,99.43977591,,192
844,DC,2017,May,12 month-ending,District of Columbia,131,178,31,46,70,250,"6,287",380,304,99.21052632,12,211
845,DC,2017,November,12 month-ending,District of Columbia,138,144,27,40,61,231,"6,257",346,268,98.26589595,14,197
846,DC,2017,October,12 month-ending,District of Columbia,149,160,29,43,65,250,"6,301",371,290,98.38274933,14,214
847,DC,2017,September,12 month-ending,District of Columbia,146,166,31,43,67,257,"6,302",380,298,98.42105263,12,220
848,DC,2018,April,12 month-ending,District of Columbia,127,109,18,27,42,199,"6,205",302,221,98.01324503,12,179
849,DC,2018,August,12 month-ending,District of Columbia,125,100,16,26,40,188,"6,213",291,210,97.93814433,12,168
850,DC,2018,December,12 month-ending,District of Columbia,131,93,11,28,38,197,"6,180",295,213,97.96610169,,182
851,DC,2018,February,12 month-ending,District of Columbia,139,131,21,30,47,218,"6,279",324,244,97.83950617,13,196
852,DC,2018,January,12 month-ending,District of Columbia,136,138,22,33,50,224,"6,297",332,253,97.89156627,13,199
853,DC,2018,July,12 month-ending,District of Columbia,125,98,15,30,42,189,"6,190",290,209,97.93103448,11,169
854,DC,2018,June,12 month-ending,District of Columbia,120,97,15,29,41,190,"6,176",284,208,97.18309859,10,169
855,DC,2018,March,12 month-ending,District of Columbia,127,114,18,27,42,198,"6,239",305,221,97.70491803,14,179
856,DC,2018,May,12 month-ending,District of Columbia,130,101,15,25,37,190,"6,184",292,210,97.26027397,11,173
857,DC,2018,November,12 month-ending,District of Columbia,131,100,14,26,39,200,"6,241",302,220,98.01324503,,183
858,DC,2018,October,12 month-ending,District of Columbia,132,103,16,24,39,197,"6,223",299,218,98.3277592,10,179
859,DC,2018,September,12 month-ending,District of Columbia,135,100,16,23,38,191,"6,194",294,212,98.29931973,12,173
860,DC,2019,April,12 month-ending,District of Columbia,132,97,12,25,36,197,"5,994",292,213,98.28767123,,182
861,DC,2019,August,12 month-ending,District of Columbia,125,100,15,26,38,220,"5,920",318,235,99.37106918,10,207
862,DC,2019,December,12 month-ending,District of Columbia,144,98,17,24,37,268,"6,041",367,281,99.72752044,12,255
863,DC,2019,February,12 month-ending,District of Columbia,133,98,10,28,37,206,"6,057",306,223,98.03921569,,190
864,DC,2019,January,12 month-ending,District of Columbia,135,97,12,27,38,200,"6,081",300,217,98,,184
865,DC,2019,July,12 month-ending,District of Columbia,123,100,17,24,38,213,"5,918",308,229,99.02597403,10,201
866,DC,2019,June,12 month-ending,District of Columbia,128,101,15,25,38,207,"5,911",306,224,99.01960784,10,194
867,DC,2019,March,12 month-ending,District of Columbia,139,98,11,27,37,209,"6,004",304,227,98.02631579,,192
868,DC,2019,May,12 month-ending,District of Columbia,129,99,13,26,38,203,"5,958",295,219,98.98305085,,187
869,DC,2019,November,12 month-ending,District of Columbia,139,100,15,23,35,254,"5,969",345,267,99.42028986,10,243
870,DC,2019,October,12 month-ending,District of Columbia,127,99,13,24,34,244,"5,941",335,258,99.10447761,,233
871,DC,2019,September,12 month-ending,District of Columbia,120,100,13,27,37,233,"5,928",324,247,99.38271605,10,221
872,DC,2020,April,12 month-ending,District of Columbia,162,114,22,32,50,336,"6,622",450,349,99.55555556,15,324
873,DC,2020,August,12 month-ending,District of Columbia,187,113,24,35,56,391,"7,248",508,401,99.21259843,14,378
874,DC,2020,December,12 month-ending,District of Columbia,178,106,31,38,66,401,"7,458",511,409,99.41291585,12,384
875,DC,2020,February,12 month-ending,District of Columbia,157,100,18,30,44,295,"6,162",401,308,99.50124688,13,281
876,DC,2020,January,12 month-ending,District of Columbia,152,103,18,29,43,292,"6,125",391,305,99.74424552,12,278
877,DC,2020,July,12 month-ending,District of Columbia,179,109,24,32,53,366,"7,205",488,377,99.18032787,13,355
878,DC,2020,June,12 month-ending,District of Columbia,177,108,23,27,48,361,"7,140",483,373,99.37888199,14,350
879,DC,2020,March,12 month-ending,District of Columbia,153,104,16,32,44,308,"6,218",418,320,99.5215311,14,295
880,DC,2020,May,12 month-ending,District of Columbia,169,106,23,30,50,350,"6,994",471,362,99.36305732,12,337
881,DC,2020,November,12 month-ending,District of Columbia,182,109,31,38,65,406,"7,323",521,415,99.42418426,14,390
882,DC,2020,October,12 month-ending,District of Columbia,188,111,32,38,66,401,"7,284",517,409,99.41972921,14,386
883,DC,2020,September,12 month-ending,District of Columbia,187,111,27,36,60,398,"7,270",513,408,99.2202729,14,384
884,DC,2021,April,12 month-ending,District of Columbia,181,87,30,31,58,390,"7,444",499,397,99.3987976,11,372
885,DC,2021,August,12 month-ending,District of Columbia,218,70,27,31,55,404,"7,141",513,409,99.61013645,12,385
886,DC,2021,December,12 month-ending,District of Columbia,276,66,24,32,52,413,"7,154",541,418,99.63031423,15,397
887,DC,2021,February,12 month-ending,District of Columbia,180,99,34,32,63,402,"7,716",514,409,99.61089494,12,387
888,DC,2021,January,12 month-ending,District of Columbia,182,99,33,34,64,402,"7,621",514,409,99.41634241,13,386
889,DC,2021,July,12 month-ending,District of Columbia,212,80,27,32,56,413,"7,107",523,418,99.61759082,13,392
890,DC,2021,June,12 month-ending,District of Columbia,198,86,29,36,61,398,"7,099",504,404,99.6031746,12,378
891,DC,2021,March,12 month-ending,District of Columbia,189,99,36,31,64,409,"7,780",519,417,99.61464355,11,393
892,DC,2021,May,12 month-ending,District of Columbia,186,90,28,35,60,393,"7,162",499,400,99.5991984,13,375
893,DC,2021,November,12 month-ending,District of Columbia,257,67,24,34,54,404,"7,235",523,408,99.61759082,12,385
894,DC,2021,October,12 month-ending,District of Columbia,239,67,23,32,51,400,"7,231",516,405,99.6124031,13,381
895,DC,2021,September,12 month-ending,District of Columbia,230,69,27,32,54,403,"7,169",518,408,99.61389961,12,384
896,DC,2022,April,12 month-ending,District of Columbia,307,48,18,31,45,421,"6,999",553,425,99.63833635,14,408
897,DC,2022,August,12 month-ending,District of Columbia,301,40,19,37,51,415,"6,881",548,420,99.6350365,18,404
898,DC,2022,December,12 month-ending,District of Columbia,302,49,22,41,60,444,"6,802",575,452,99.13043478,18,433
899,DC,2022,February,12 month-ending,District of Columbia,287,58,21,32,49,418,"7,120",548,422,99.6350365,14,402
900,DC,2022,January,12 month-ending,District of Columbia,279,62,22,30,48,408,"7,170",537,412,99.62756052,14,393
901,DC,2022,July,12 month-ending,District of Columbia,300,38,16,39,50,411,"6,946",542,417,99.81549815,18,399
902,DC,2022,June,12 month-ending,District of Columbia,307,40,18,39,51,421,"6,978",552,425,99.63768116,16,408
903,DC,2022,March,12 month-ending,District of Columbia,288,52,20,31,47,411,"7,075",545,414,99.63302752,15,397
904,DC,2022,May,12 month-ending,District of Columbia,310,43,19,33,47,414,"6,979",548,418,99.6350365,17,399
905,DC,2022,November,12 month-ending,District of Columbia,302,42,22,43,62,436,"6,831",576,443,99.13194444,18,425
906,DC,2022,October,12 month-ending,District of Columbia,307,41,21,43,61,431,"6,829",569,438,99.12126538,18,420
907,DC,2022,September,12 month-ending,District of Columbia,303,41,18,35,50,415,"6,894",550,421,99.45454545,17,405
908,DC,2023,April,12 month-ending,District of Columbia,313,67,26,47,69,473,"6,567",603,482,98.83913765,23,461
909,DC,2023,August,12 month-ending,District of Columbia,348,70,25,39,63,500,"6,623",638,510,98.90282132,21,489
910,DC,2023,December,12 month-ending,District of Columbia,351,56,20,35,53,501,"6,563",635,507,99.21259843,39,493
911,DC,2023,February,12 month-ending,District of Columbia,298,53,21,42,60,448,"6,558",573,456,98.95287958,18,436
912,DC,2023,January,12 month-ending,District of Columbia,299,50,20,43,60,446,"6,603",574,454,98.95470383,18,434
913,DC,2023,July,12 month-ending,District of Columbia,343,74,26,37,62,491,"6,582",626,501,98.72204473,20,481
914,DC,2023,June,12 month-ending,District of Columbia,332,75,26,38,63,475,"6,593",612,487,98.69281046,19,465
915,DC,2023,March,12 month-ending,District of Columbia,318,58,24,44,64,472,"6,569",596,480,98.82550336,21,460
916,DC,2023,May,12 month-ending,District of Columbia,318,72,25,44,66,475,"6,622",604,485,98.67549669,19,466
917,DC,2023,November,12 month-ending,District of Columbia,353,64,18,32,49,499,"6,613",634,507,99.21135647,36,492
918,DC,2023,October,12 month-ending,District of Columbia,349,68,21,30,50,501,"6,627",635,509,99.21259843,28,493
919,DC,2023,September,12 month-ending,District of Columbia,352,70,25,38,62,512,"6,617",645,520,99.06976744,24,502
920,DC,2024,April,12 month-ending,District of Columbia,347,33,19,39,55,459,"6,584",586,465,99.65870307,52,449
921,DC,2024,August,12 month-ending,District of Columbia,300,29,16,33,46,408,"6,420",501,412,99.8003992,56,398
922,DC,2024,February,12 month-ending,District of Columbia,352,49,21,39,58,478,"6,595",617,486,99.35170178,45,469
923,DC,2024,January,12 month-ending,District of Columbia,352,53,21,36,55,489,"6,574",627,496,99.36204147,43,481
924,DC,2024,July,12 month-ending,District of Columbia,315,27,17,36,50,432,"6,514",532,435,99.81203008,57,421
925,DC,2024,June,12 month-ending,District of Columbia,324,25,16,37,50,448,"6,535",556,451,99.82014388,59,438
926,DC,2024,March,12 month-ending,District of Columbia,344,43,18,37,54,461,"6,554",598,469,99.49832776,51,451
927,DC,2024,May,12 month-ending,District of Columbia,344,28,18,36,51,463,"6,524",581,468,99.82788296,57,453
928,DE,2015,April,12 month-ending,Delaware,,,,,,,"8,580",200,,80,,
929,DE,2015,August,12 month-ending,Delaware,,,,,,,"8,648",192,,82.8125,,
930,DE,2015,December,12 month-ending,Delaware,,,,,,,"8,591",195,,81.53846154,,
931,DE,2015,February,12 month-ending,Delaware,,,,,,,"8,561",208,,79.80769231,,
932,DE,2015,January,12 month-ending,Delaware,,,,,,,"8,485",210,,78.0952381,,
933,DE,2015,July,12 month-ending,Delaware,,,,,,,"8,642",202,,82.17821782,,
934,DE,2015,June,12 month-ending,Delaware,,,,,,,"8,577",199,,82.4120603,,
935,DE,2015,March,12 month-ending,Delaware,,,,,,,"8,551",208,,80.76923077,,
936,DE,2015,May,12 month-ending,Delaware,,,,,,,"8,583",195,,81.53846154,,
937,DE,2015,November,12 month-ending,Delaware,,,,,,,"8,666",194,,81.44329897,,
938,DE,2015,October,12 month-ending,Delaware,,,,,,,"8,661",187,,83.42245989,,
939,DE,2015,September,12 month-ending,Delaware,,,,,,,"8,686",201,,84.07960199,,
940,DE,2016,April,12 month-ending,Delaware,,,,,,,"8,530",199,,72.36180905,,
941,DE,2016,August,12 month-ending,Delaware,,,,,,,"8,666",245,,63.26530612,,
942,DE,2016,December,12 month-ending,Delaware,,,,,,,"8,980",285,,65.96491228,,
943,DE,2016,February,12 month-ending,Delaware,,,,,,,"8,473",189,,78.83597884,,
944,DE,2016,January,12 month-ending,Delaware,,,,,,,"8,485",181,,81.21546961,,
945,DE,2016,July,12 month-ending,Delaware,,,,,,,"8,609",233,,63.94849785,,
946,DE,2016,June,12 month-ending,Delaware,,,,,,,"8,571",221,,65.15837104,,
947,DE,2016,March,12 month-ending,Delaware,,,,,,,"8,555",188,,73.93617021,,
948,DE,2016,May,12 month-ending,Delaware,,,,,,,"8,553",216,,68.51851852,,
949,DE,2016,November,12 month-ending,Delaware,,,,,,,"8,889",268,,65.67164179,,
950,DE,2016,October,12 month-ending,Delaware,,,,,,,"8,809",254,,62.20472441,,
951,DE,2016,September,12 month-ending,Delaware,,,,,,,"8,740",245,,60.81632653,,
952,DE,2017,April,12 month-ending,Delaware,,,,,,,"9,150",313,,72.52396166,,
953,DE,2017,August,12 month-ending,Delaware,,,,,,,"9,089",326,,80.06134969,,
954,DE,2017,December,12 month-ending,Delaware,,,,,,,"9,132",341,,85.04398827,,
955,DE,2017,February,12 month-ending,Delaware,,,,,,,"9,085",309,,67.63754045,,
956,DE,2017,January,12 month-ending,Delaware,,,,,,,"9,058",310,,67.09677419,,
957,DE,2017,July,12 month-ending,Delaware,,,,,,,"9,108",320,,78.125,,
958,DE,2017,June,12 month-ending,Delaware,,,,,,,"9,098",313,,76.35782748,,
959,DE,2017,March,12 month-ending,Delaware,,,,,,,"9,099",312,,70.51282051,,
960,DE,2017,May,12 month-ending,Delaware,,,,,,,"9,119",310,,74.51612903,,
961,DE,2017,November,12 month-ending,Delaware,,,,,,,"9,047",345,,83.1884058,,
962,DE,2017,October,12 month-ending,Delaware,,,,,,,"9,016",338,,82.5443787,,
963,DE,2017,September,12 month-ending,Delaware,,,,,,,"9,045",329,,82.0668693,,
964,DE,2018,April,12 month-ending,Delaware,126,143,24,65,87,262,"9,256",360,298,91.38888889,,228
965,DE,2018,August,12 month-ending,Delaware,146,142,22,60,78,293,"9,505",381,333,96.06299213,12,267
966,DE,2018,December,12 month-ending,Delaware,143,147,24,65,85,323,"9,482",399,361,97.99498747,13,300
967,DE,2018,February,12 month-ending,Delaware,,,,,,,"9,194",338,,89.05325444,,
968,DE,2018,January,12 month-ending,Delaware,,,,,,,"9,132",330,,87.57575758,,
969,DE,2018,July,12 month-ending,Delaware,134,144,23,57,76,276,"9,471",363,314,96.14325069,11,248
970,DE,2018,June,12 month-ending,Delaware,131,151,22,62,80,277,"9,417",367,314,95.09536785,,247
971,DE,2018,March,12 month-ending,Delaware,123,141,23,66,87,250,"9,219",354,288,90.11299435,,214
972,DE,2018,May,12 month-ending,Delaware,130,146,25,61,83,267,"9,327",366,308,92.89617486,,237
973,DE,2018,November,12 month-ending,Delaware,145,151,26,66,87,325,"9,542",405,364,97.77777778,13,301
974,DE,2018,October,12 month-ending,Delaware,147,142,23,71,89,323,"9,547",406,362,96.79802956,12,298
975,DE,2018,September,12 month-ending,Delaware,149,138,22,68,85,310,"9,518",393,349,96.43765903,11,284
976,DE,2019,April,12 month-ending,Delaware,141,130,20,58,74,314,"9,253",392,347,96.93877551,19,294
977,DE,2019,August,12 month-ending,Delaware,144,118,24,60,81,348,"9,247",421,373,97.86223278,19,319
978,DE,2019,December,12 month-ending,Delaware,160,109,26,50,73,368,"9,262",423,382,98.10874704,22,336
979,DE,2019,February,12 month-ending,Delaware,146,140,21,64,82,324,"9,379",401,360,97.75561097,17,303
980,DE,2019,January,12 month-ending,Delaware,150,147,23,64,84,328,"9,443",403,364,97.76674938,13,305
981,DE,2019,July,12 month-ending,Delaware,154,129,22,61,81,349,"9,216",427,379,97.42388759,19,322
982,DE,2019,June,12 month-ending,Delaware,149,126,21,61,80,338,"9,220",418,370,97.36842105,20,311
983,DE,2019,March,12 month-ending,Delaware,144,136,21,59,76,315,"9,353",394,350,97.20812183,20,294
984,DE,2019,May,12 month-ending,Delaware,145,125,21,57,75,326,"9,252",404,357,97.52475248,20,304
985,DE,2019,November,12 month-ending,Delaware,149,102,25,49,71,343,"9,229",399,359,97.99498747,21,312
986,DE,2019,October,12 month-ending,Delaware,146,107,27,50,74,343,"9,286",407,362,97.78869779,19,311
987,DE,2019,September,12 month-ending,Delaware,146,115,27,52,76,346,"9,312",416,370,98.07692308,19,317
988,DE,2020,April,12 month-ending,Delaware,166,111,35,52,83,417,"9,686",463,429,99.13606911,29,377
989,DE,2020,August,12 month-ending,Delaware,175,111,36,47,79,434,"10,273",473,442,99.78858351,44,402
990,DE,2020,December,12 month-ending,Delaware,147,92,37,50,82,404,"10,990",449,411,99.77728285,50,367
991,DE,2020,February,12 month-ending,Delaware,159,112,30,53,78,397,"9,301",447,407,98.43400447,25,360
992,DE,2020,January,12 month-ending,Delaware,155,105,27,50,73,376,"9,265",428,388,98.36448598,25,343
993,DE,2020,July,12 month-ending,Delaware,169,110,34,51,81,434,"10,214",475,442,99.57894737,41,402
994,DE,2020,June,12 month-ending,Delaware,174,114,35,54,85,434,"10,114",476,443,99.3697479,38,400
995,DE,2020,March,12 month-ending,Delaware,163,113,33,52,81,406,"9,356",454,418,98.89867841,25,369
996,DE,2020,May,12 month-ending,Delaware,169,117,35,55,86,430,"10,033",472,440,99.15254237,33,394
997,DE,2020,November,12 month-ending,Delaware,156,101,38,54,87,424,"10,605",467,431,99.78586724,49,385
998,DE,2020,October,12 month-ending,Delaware,168,110,37,50,82,434,"10,491",475,440,99.78947368,51,398
999,DE,2020,September,12 month-ending,Delaware,171,113,35,49,80,434,"10,328",476,441,99.57983193,46,400
1000,DE,2021,April,12 month-ending,Delaware,158,81,41,48,86,415,"11,357",460,419,99.34782609,51,385
1001,DE,2021,August,12 month-ending,Delaware,158,67,36,45,79,398,"11,139",447,404,98.21029083,48,365
1002,DE,2021,December,12 month-ending,Delaware,197,67,37,47,82,440,"11,317",502,447,98.00796813,52,409
1003,DE,2021,February,12 month-ending,Delaware,155,84,42,46,85,407,"11,494",449,415,99.5545657,53,372
1004,DE,2021,January,12 month-ending,Delaware,147,91,40,51,87,413,"11,357",456,420,99.56140351,54,373
1005,DE,2021,July,12 month-ending,Delaware,155,72,40,46,83,400,"11,059",445,406,98.20224719,46,365
1006,DE,2021,June,12 month-ending,Delaware,157,75,41,47,85,407,"11,140",452,412,98.45132743,50,373
1007,DE,2021,March,12 month-ending,Delaware,157,83,42,47,86,418,"11,531",460,423,99.56521739,53,384
1008,DE,2021,May,12 month-ending,Delaware,161,76,42,44,83,411,"11,145",456,416,99.12280702,49,378
1009,DE,2021,November,12 month-ending,Delaware,187,66,34,44,76,415,"11,456",476,422,98.1092437,51,388
1010,DE,2021,October,12 month-ending,Delaware,176,64,32,45,76,399,"11,373",457,406,98.03063457,45,373
1011,DE,2021,September,12 month-ending,Delaware,161,63,36,44,78,390,"11,260",440,396,98.40909091,47,361
1012,DE,2022,April,12 month-ending,Delaware,193,60,21,46,65,433,"11,545",505,443,97.42574257,56,401
1013,DE,2022,August,12 month-ending,Delaware,206,62,26,41,63,464,"11,600",539,473,98.14471243,60,436
1014,DE,2022,December,12 month-ending,Delaware,215,56,32,34,63,476,"11,381",544,485,98.52941176,64,450
1015,DE,2022,February,12 month-ending,Delaware,201,59,25,46,69,435,"11,510",508,444,97.44094488,51,409
1016,DE,2022,January,12 month-ending,Delaware,206,64,31,47,76,437,"11,417",507,445,97.63313609,48,411
1017,DE,2022,July,12 month-ending,Delaware,198,58,24,41,61,456,"11,694",531,465,98.30508475,62,428
1018,DE,2022,June,12 month-ending,Delaware,197,56,24,41,61,453,"11,576",525,462,98.28571429,61,426
1019,DE,2022,March,12 month-ending,Delaware,193,59,21,50,69,433,"11,527",505,442,97.42574257,53,401
1020,DE,2022,May,12 month-ending,Delaware,192,58,22,46,65,444,"11,555",518,452,97.68339768,64,413
1021,DE,2022,November,12 month-ending,Delaware,216,59,33,36,66,480,"11,435",549,488,98.5428051,61,452
1022,DE,2022,October,12 month-ending,Delaware,211,61,32,39,67,476,"11,438",548,485,98.54014599,66,444
1023,DE,2022,September,12 month-ending,Delaware,210,60,26,41,64,481,"11,492",554,490,98.19494585,65,450
1024,DE,2023,April,12 month-ending,Delaware,251,42,42,27,65,497,"11,024",564,503,98.93617021,61,479
1025,DE,2023,August,12 month-ending,Delaware,276,25,42,27,66,488,"10,899",551,491,98.91107078,59,468
1026,DE,2023,December,12 month-ending,Delaware,272,27,38,29,63,463,"10,716",527,466,98.86148008,57,442
1027,DE,2023,February,12 month-ending,Delaware,231,53,40,32,68,490,"10,946",556,497,99.10071942,63,465
1028,DE,2023,January,12 month-ending,Delaware,224,53,36,33,65,486,"11,058",549,495,98.90710383,65,461
1029,DE,2023,July,12 month-ending,Delaware,275,30,42,26,65,493,"10,933",554,496,98.73646209,58,474
1030,DE,2023,June,12 month-ending,Delaware,256,34,39,24,60,470,"10,983",536,474,98.50746269,51,452
1031,DE,2023,March,12 month-ending,Delaware,245,47,41,27,64,492,"10,979",558,499,99.10394265,65,474
1032,DE,2023,May,12 month-ending,Delaware,256,39,38,26,60,480,"10,961",545,486,98.89908257,52,464
1033,DE,2023,November,12 month-ending,Delaware,273,28,38,28,62,476,"10,780",542,480,98.70848708,59,457
1034,DE,2023,October,12 month-ending,Delaware,275,26,40,26,63,481,"10,830",546,485,98.71794872,55,462
1035,DE,2023,September,12 month-ending,Delaware,277,27,40,27,64,477,"10,898",546,481,98.71794872,57,458
1036,DE,2024,April,12 month-ending,Delaware,234,27,40,27,64,406,"10,591",465,409,99.13978495,54,380
1037,DE,2024,August,12 month-ending,Delaware,187,29,39,25,61,319,"10,686",374,322,98.6631016,46,293
1038,DE,2024,February,12 month-ending,Delaware,258,26,40,28,65,441,"10,725",501,443,99.00199601,56,416
1039,DE,2024,January,12 month-ending,Delaware,268,26,39,26,62,448,"10,744",511,450,99.02152642,54,425
1040,DE,2024,July,12 month-ending,Delaware,203,28,37,24,58,344,"10,610",405,347,98.7654321,50,322
1041,DE,2024,June,12 month-ending,Delaware,222,29,41,26,64,385,"10,631",443,388,99.09706546,56,360
1042,DE,2024,March,12 month-ending,Delaware,246,26,39,27,63,423,"10,635",486,426,98.7654321,51,398
1043,DE,2024,May,12 month-ending,Delaware,222,31,42,26,65,392,"10,614",449,395,98.88641425,54,366
1044,FL,2015,April,12 month-ending,Florida,,,,,,,"192,268","2,886",,74.28967429,,
1045,FL,2015,August,12 month-ending,Florida,,,,,,,"194,364","3,204",,75.06242197,,
1046,FL,2015,December,12 month-ending,Florida,,,,,,,"194,297","3,352",,75.44749403,,
1047,FL,2015,February,12 month-ending,Florida,,,,,,,"190,591","2,824",,73.6898017,,
1048,FL,2015,January,12 month-ending,Florida,,,,,,,"189,170","2,755",,73.35753176,,
1049,FL,2015,July,12 month-ending,Florida,,,,,,,"193,875","3,117",,74.9759384,,
1050,FL,2015,June,12 month-ending,Florida,,,,,,,"193,387","2,983",,74.85752598,,
1051,FL,2015,March,12 month-ending,Florida,,,,,,,"191,745","2,862",,73.86443047,,
1052,FL,2015,May,12 month-ending,Florida,,,,,,,"193,067","2,958",,74.71264368,,
1053,FL,2015,November,12 month-ending,Florida,,,,,,,"195,311","3,340",,75.17964072,,
1054,FL,2015,October,12 month-ending,Florida,,,,,,,"195,599","3,341",,75.06734511,,
1055,FL,2015,September,12 month-ending,Florida,,,,,,,"195,097","3,270",,75.13761468,,
1056,FL,2016,April,12 month-ending,Florida,,,,,,,"195,883","3,703",,74.48015123,,
1057,FL,2016,August,12 month-ending,Florida,,,,,,,"197,300","4,091",,74.67611831,,
1058,FL,2016,December,12 month-ending,Florida,,,,,,,"199,964","4,996",,75.20016013,,
1059,FL,2016,February,12 month-ending,Florida,,,,,,,"194,386","3,401",,75.18376948,,
1060,FL,2016,January,12 month-ending,Florida,,,,,,,"193,810","3,324",,75.69193742,,
1061,FL,2016,July,12 month-ending,Florida,,,,,,,"196,733","3,973",,74.65391392,,
1062,FL,2016,June,12 month-ending,Florida,,,,,,,"196,273","3,843",,74.68123862,,
1063,FL,2016,March,12 month-ending,Florida,,,,,,,"195,215","3,596",,74.38820912,,
1064,FL,2016,May,12 month-ending,Florida,,,,,,,"196,050","3,759",,74.56770418,,
1065,FL,2016,November,12 month-ending,Florida,,,,,,,"199,256","4,836",,75.24813896,,
