,State,Year,Month,Period,State Name,Cocaine (T40.5),Heroin (T40.1),Methadone (T40.3),Natural & semi-synthetic opioids (T40.2),"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)","Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Number of Deaths,Number of Drug Overdose Deaths,"Opioids (T40.0-T40.4,T40.6)",Percent with drugs specified,Psychostimulants with abuse potential (T43.6),"Synthetic opioids, excl. methadone (T40.4)"
0,AK,2015,April,12 month-ending,Alaska,,,,,,,"4,133",126,,88.0952381,,
1,AK,2015,August,12 month-ending,Alaska,,,,,,,"4,222",124,,87.90322581,,
2,AK,2015,December,12 month-ending,Alaska,,,,,,,"4,193",121,,89.25619835,,
3,AK,2015,February,12 month-ending,Alaska,,,,,,,"4,084",127,,88.97637795,,
4,AK,2015,January,12 month-ending,Alaska,,,,,,,"4,034",126,,89.68253968,,
5,AK,2015,July,12 month-ending,Alaska,,,,,,,"4,220",117,,87.17948718,,
6,AK,2015,June,12 month-ending,Alaska,,,,,,,"4,201",121,,86.7768595,,
7,AK,2015,March,12 month-ending,Alaska,,,,,,,"4,101",125,,88.8,,
8,AK,2015,May,12 month-ending,Alaska,,,,,,,"4,196",125,,86.4,,
9,AK,2015,November,12 month-ending,Alaska,,34,10,48,54,64,"4,219",115,79,90.43478261,26,15
10,AK,2015,October,12 month-ending,Alaska,,39,10,49,55,66,"4,241",120,86,90,27,17
11,AK,2015,September,12 month-ending,Alaska,,,,,,,"4,242",125,,88,,
12,AK,2016,April,12 month-ending,Alaska,11,40,18,60,68,75,"4,262",132,95,93.93939394,35,11
13,AK,2016,August,12 month-ending,Alaska,12,39,19,55,64,72,"4,276",138,100,96.37681159,41,12
14,AK,2016,December,12 month-ending,Alaska,15,49,14,46,53,59,"4,355",129,96,99.2248062,53,
15,AK,2016,February,12 month-ending,Alaska,,37,15,61,68,76,"4,198",128,91,91.40625,31,12
16,AK,2016,January,12 month-ending,Alaska,,35,13,60,66,75,"4,213",126,90,90.47619048,27,13
17,AK,2016,July,12 month-ending,Alaska,13,42,21,60,70,78,"4,269",143,107,96.5034965,39,13
18,AK,2016,June,12 month-ending,Alaska,11,40,20,60,69,76,"4,261",138,102,97.10144928,37,12
19,AK,2016,March,12 month-ending,Alaska,,38,16,57,64,72,"4,230",125,90,92.8,31,12
20,AK,2016,May,12 month-ending,Alaska,11,44,17,63,70,77,"4,241",140,103,95.71428571,39,11
21,AK,2016,November,12 month-ending,Alaska,15,45,15,51,59,64,"4,289",133,99,97.7443609,45,
22,AK,2016,October,12 month-ending,Alaska,13,38,15,53,60,64,"4,291",131,94,96.94656489,44,
23,AK,2016,September,12 month-ending,Alaska,11,37,17,54,62,68,"4,256",131,96,96.94656489,42,10
24,AK,2017,April,12 month-ending,Alaska,16,43,,30,35,44,"4,325",117,78,97.43589744,52,12
25,AK,2017,August,12 month-ending,Alaska,21,46,,44,48,68,"4,234",137,99,97.08029197,64,29
26,AK,2017,December,12 month-ending,Alaska,18,36,,46,50,75,"4,279",141,100,97.16312057,64,37
27,AK,2017,February,12 month-ending,Alaska,18,49,,36,42,50,"4,347",124,90,98.38709677,54,11
28,AK,2017,January,12 month-ending,Alaska,15,50,11,40,47,54,"4,374",126,93,99.20634921,55,10
29,AK,2017,July,12 month-ending,Alaska,20,44,,40,44,63,"4,236",128,91,97.65625,59,27
30,AK,2017,June,12 month-ending,Alaska,20,42,,35,40,57,"4,276",122,85,96.72131148,54,24
31,AK,2017,March,12 month-ending,Alaska,19,47,,35,41,49,"4,359",126,87,98.41269841,55,11
32,AK,2017,May,12 month-ending,Alaska,18,40,10,32,39,53,"4,277",120,81,96.66666667,52,21
33,AK,2017,November,12 month-ending,Alaska,17,38,,43,47,70,"4,308",138,97,97.10144928,67,33
34,AK,2017,October,12 month-ending,Alaska,20,46,,45,49,72,"4,283",144,103,97.22222222,70,33
35,AK,2017,September,12 month-ending,Alaska,22,46,,48,52,74,"4,299",148,106,97.2972973,68,32
36,AK,2018,April,12 month-ending,Alaska,15,36,11,48,55,80,"4,340",142,102,98.5915493,61,38
37,AK,2018,August,12 month-ending,Alaska,,24,,37,42,56,"4,383",110,73,100,47,19
38,AK,2018,December,12 month-ending,Alaska,10,28,,33,37,46,"4,333",105,65,100,49,16
39,AK,2018,February,12 month-ending,Alaska,14,37,10,48,54,80,"4,303",139,102,97.84172662,56,38
40,AK,2018,January,12 month-ending,Alaska,16,36,,46,51,77,"4,259",138,100,97.10144928,59,38
41,AK,2018,July,12 month-ending,Alaska,,26,,38,43,59,"4,337",116,76,99.13793103,50,22
42,AK,2018,June,12 month-ending,Alaska,10,31,10,43,48,65,"4,308",125,85,99.2,55,24
43,AK,2018,March,12 month-ending,Alaska,13,35,10,47,53,79,"4,285",136,101,97.79411765,56,38
44,AK,2018,May,12 month-ending,Alaska,12,33,,43,48,67,"4,351",126,88,99.20634921,55,27
45,AK,2018,November,12 month-ending,Alaska,10,28,,34,38,50,"4,333",106,68,100,48,19
46,AK,2018,October,12 month-ending,Alaska,,24,,31,36,48,"4,309",99,65,100,42,18
47,AK,2018,September,12 month-ending,Alaska,,24,,31,36,48,"4,324",100,65,100,44,16
48,AK,2019,April,12 month-ending,Alaska,10,35,,44,45,55,"4,405",119,78,100,58,19
49,AK,2019,August,12 month-ending,Alaska,12,43,,40,42,50,"4,457",130,78,98.46153846,65,20
50,AK,2019,December,12 month-ending,Alaska,,45,,41,46,60,"4,528",133,83,96.2406015,64,23
51,AK,2019,February,12 month-ending,Alaska,11,31,,40,42,51,"4,386",115,71,100,58,16
52,AK,2019,January,12 month-ending,Alaska,10,27,10,37,40,48,"4,357",107,65,100,51,14
53,AK,2019,July,12 month-ending,Alaska,13,43,,43,45,53,"4,475",135,83,98.51851852,66,19
54,AK,2019,June,12 month-ending,Alaska,12,40,,41,43,53,"4,517",132,81,98.48484848,65,20
55,AK,2019,March,12 month-ending,Alaska,12,35,,45,47,57,"4,441",124,79,100,62,20
56,AK,2019,May,12 month-ending,Alaska,12,37,,44,45,55,"4,460",128,80,100,65,20
57,AK,2019,November,12 month-ending,Alaska,,47,10,43,48,62,"4,503",139,88,97.12230216,65,25
58,AK,2019,October,12 month-ending,Alaska,12,49,10,44,48,63,"4,482",146,92,97.26027397,69,27
59,AK,2019,September,12 month-ending,Alaska,12,44,,40,43,55,"4,473",136,84,97.79411765,64,24
60,AK,2020,April,12 month-ending,Alaska,10,34,,30,36,57,"4,510",120,74,94.16666667,56,31
61,AK,2020,August,12 month-ending,Alaska,13,39,10,38,46,83,"4,661",139,98,94.24460432,69,53
62,AK,2020,December,12 month-ending,Alaska,21,31,,37,44,88,"5,008",146,102,94.52054795,67,61
63,AK,2020,February,12 month-ending,Alaska,,36,,34,40,53,"4,546",125,73,95.2,60,24
64,AK,2020,January,12 month-ending,Alaska,,43,,38,44,56,"4,545",134,80,95.52238806,65,24
65,AK,2020,July,12 month-ending,Alaska,13,39,,37,44,76,"4,604",135,93,94.81481481,69,48
66,AK,2020,June,12 month-ending,Alaska,12,41,,37,44,72,"4,499",132,91,96.21212121,66,44
67,AK,2020,March,12 month-ending,Alaska,,34,,29,35,51,"4,495",117,69,94.87179487,55,25
68,AK,2020,May,12 month-ending,Alaska,10,37,,32,38,65,"4,507",128,84,94.53125,59,38
69,AK,2020,November,12 month-ending,Alaska,18,27,,36,44,81,"4,910",141,92,93.61702128,70,53
70,AK,2020,October,12 month-ending,Alaska,15,27,,35,43,76,"4,816",134,86,93.28358209,69,48
71,AK,2020,September,12 month-ending,Alaska,13,36,,40,47,81,"4,723",140,93,94.28571429,75,51
72,AK,2021,April,12 month-ending,Alaska,19,49,11,50,58,117,"5,182",178,134,96.62921348,94,84
73,AK,2021,August,12 month-ending,Alaska,18,60,12,64,71,149,"5,473",218,168,98.16513761,121,119
74,AK,2021,December,12 month-ending,Alaska,11,66,12,74,81,179,"6,076",255,198,99.60784314,160,150
75,AK,2021,February,12 month-ending,Alaska,21,35,,38,45,97,"5,061",152,111,95.39473684,70,69
76,AK,2021,January,12 month-ending,Alaska,20,34,,36,43,95,"5,059",145,108,95.17241379,66,67
77,AK,2021,July,12 month-ending,Alaska,17,58,13,59,67,142,"5,308",202,159,97.52475248,110,110
78,AK,2021,June,12 month-ending,Alaska,17,58,12,54,62,134,"5,273",193,150,96.37305699,105,103
79,AK,2021,March,12 month-ending,Alaska,20,44,10,47,55,111,"5,125",171,127,95.90643275,86,79
80,AK,2021,May,12 month-ending,Alaska,18,59,14,56,65,131,"5,229",188,147,96.27659574,101,99
81,AK,2021,November,12 month-ending,Alaska,14,71,10,74,79,181,"6,035",253,203,99.60474308,153,151
82,AK,2021,October,12 month-ending,Alaska,17,67,11,72,78,172,"5,944",238,194,99.57983193,138,142
83,AK,2021,September,12 month-ending,Alaska,18,62,12,68,75,159,"5,693",223,179,98.65470852,124,127
84,AK,2022,April,12 month-ending,Alaska,,59,,68,73,178,"6,216",257,194,99.61089494,162,154
85,AK,2022,August,12 month-ending,Alaska,10,49,,57,61,176,"6,168",249,186,100,153,149
86,AK,2022,December,12 month-ending,Alaska,21,40,10,49,55,179,"5,550",247,185,99.1902834,140,156
87,AK,2022,February,12 month-ending,Alaska,10,64,11,74,80,179,"6,190",257,197,99.61089494,164,152
88,AK,2022,January,12 month-ending,Alaska,10,64,11,75,81,174,"6,122",253,193,99.60474308,162,146
89,AK,2022,July,12 month-ending,Alaska,,48,,61,65,173,"6,297",255,184,100,159,148
90,AK,2022,June,12 month-ending,Alaska,10,47,,65,69,173,"6,271",256,185,100,158,147
91,AK,2022,March,12 month-ending,Alaska,,62,,70,75,181,"6,217",257,198,99.61089494,163,156
92,AK,2022,May,12 month-ending,Alaska,,48,,59,63,166,"6,215",246,180,100,158,142
93,AK,2022,November,12 month-ending,Alaska,16,40,,49,54,162,"5,564",231,169,99.13419913,133,140
94,AK,2022,October,12 month-ending,Alaska,13,45,,52,55,165,"5,715",240,173,99.16666667,142,141
95,AK,2022,September,12 month-ending,Alaska,10,49,,55,59,173,"5,969",245,183,100,151,149
96,AK,2023,April,12 month-ending,Alaska,24,31,16,50,61,203,"5,545",275,209,98.90909091,150,179
97,AK,2023,August,12 month-ending,Alaska,31,20,15,41,51,220,"5,426",297,224,98.65319865,160,204
98,AK,2023,December,12 month-ending,Alaska,31,16,14,34,47,283,"5,452",357,286,99.43977591,198,270
99,AK,2023,February,12 month-ending,Alaska,21,40,16,49,60,201,"5,520",275,208,99.27272727,155,176
100,AK,2023,January,12 month-ending,Alaska,22,39,12,48,55,193,"5,533",269,200,99.25650558,149,170
101,AK,2023,July,12 month-ending,Alaska,29,25,15,42,52,218,"5,441",288,223,98.95833333,155,201
102,AK,2023,June,12 month-ending,Alaska,28,26,15,43,53,214,"5,513",287,219,98.95470383,153,195
103,AK,2023,March,12 month-ending,Alaska,22,33,16,48,59,193,"5,514",264,198,99.24242424,147,170
104,AK,2023,May,12 month-ending,Alaska,27,29,16,52,63,216,"5,550",288,221,98.95833333,150,193
105,AK,2023,November,12 month-ending,Alaska,30,17,17,36,51,265,"5,498",336,268,99.4047619,183,250
106,AK,2023,October,12 month-ending,Alaska,31,18,15,36,49,253,"5,454",323,256,99.38080495,176,238
107,AK,2023,September,12 month-ending,Alaska,34,19,13,38,48,241,"5,460",318,244,98.74213836,171,226
108,AK,2024,April,12 month-ending,Alaska,39,10,13,27,39,325,"5,500",390,326,99.48717949,222,314
109,AK,2024,August,12 month-ending,Alaska,37,,15,22,36,335,"5,544",397,336,99.74811083,229,322
110,AK,2024,February,12 month-ending,Alaska,36,13,12,37,48,311,"5,523",376,313,99.46808511,210,298
111,AK,2024,January,12 month-ending,Alaska,35,14,15,38,53,296,"5,460",364,298,99.45054945,204,281
112,AK,2024,July,12 month-ending,Alaska,39,,15,23,37,340,"5,547",405,341,99.50617284,234,326
113,AK,2024,June,12 month-ending,Alaska,38,,14,25,38,339,"5,526",399,340,99.49874687,232,326
114,AK,2024,March,12 month-ending,Alaska,36,12,12,31,42,320,"5,521",388,322,99.22680412,218,308
115,AK,2024,May,12 month-ending,Alaska,39,,14,24,37,328,"5,530",393,330,99.49109415,230,317
116,AL,2015,April,12 month-ending,Alabama,,,,,,,"50,565",738,,49.32249322,,
117,AL,2015,August,12 month-ending,Alabama,,,,,,,"50,930",736,,46.875,,
118,AL,2015,December,12 month-ending,Alabama,,,,,,,"50,870",720,,49.58333333,,
119,AL,2015,February,12 month-ending,Alabama,,,,,,,"50,004",723,,48.13278008,,
120,AL,2015,January,12 month-ending,Alabama,,,,,,,"49,543",715,,47.69230769,,
121,AL,2015,July,12 month-ending,Alabama,,,,,,,"50,841",743,,47.64468371,,
122,AL,2015,June,12 month-ending,Alabama,,,,,,,"50,658",756,,47.48677249,,
123,AL,2015,March,12 month-ending,Alabama,,,,,,,"50,486",733,,48.84038199,,
124,AL,2015,May,12 month-ending,Alabama,,,,,,,"50,516",755,,48.87417219,,
125,AL,2015,November,12 month-ending,Alabama,,,,,,,"51,093",725,,49.24137931,,
126,AL,2015,October,12 month-ending,Alabama,,,,,,,"51,091",730,,49.45205479,,
127,AL,2015,September,12 month-ending,Alabama,,,,,,,"51,044",744,,48.52150538,,
128,AL,2016,April,12 month-ending,Alabama,,,,,,,"50,391",676,,46.89349112,,
129,AL,2016,August,12 month-ending,Alabama,,,,,,,"50,756",685,,55.76642336,,
130,AL,2016,December,12 month-ending,Alabama,,,,,,,"51,431",740,,57.2972973,,
131,AL,2016,February,12 month-ending,Alabama,,,,,,,"50,555",710,,48.16901408,,
132,AL,2016,January,12 month-ending,Alabama,,,,,,,"50,534",706,,48.72521246,,
133,AL,2016,July,12 month-ending,Alabama,,,,,,,"50,683",681,,53.45080764,,
134,AL,2016,June,12 month-ending,Alabama,,,,,,,"50,613",674,,53.115727,,
135,AL,2016,March,12 month-ending,Alabama,,,,,,,"50,348",681,,47.43024963,,
136,AL,2016,May,12 month-ending,Alabama,,,,,,,"50,511",654,,48.47094801,,
137,AL,2016,November,12 month-ending,Alabama,,,,,,,"51,110",718,,56.68523677,,
138,AL,2016,October,12 month-ending,Alabama,,,,,,,"50,869",704,,54.82954545,,
139,AL,2016,September,12 month-ending,Alabama,,,,,,,"50,810",695,,54.82014388,,
140,AL,2017,April,12 month-ending,Alabama,,,,,,,"51,794",795,,61.76100629,,
141,AL,2017,August,12 month-ending,Alabama,,,,,,,"52,075",808,,64.10891089,,
142,AL,2017,December,12 month-ending,Alabama,,,,,,,"52,307",807,,69.02106568,,
143,AL,2017,February,12 month-ending,Alabama,,,,,,,"51,542",759,,59.42028986,,
144,AL,2017,January,12 month-ending,Alabama,,,,,,,"51,652",763,,58.97771953,,
145,AL,2017,July,12 month-ending,Alabama,,,,,,,"52,035",809,,63.90605686,,
146,AL,2017,June,12 month-ending,Alabama,,,,,,,"52,000",804,,62.68656716,,
147,AL,2017,March,12 month-ending,Alabama,,,,,,,"51,668",794,,61.20906801,,
148,AL,2017,May,12 month-ending,Alabama,,,,,,,"51,943",812,,63.30049261,,
149,AL,2017,November,12 month-ending,Alabama,,,,,,,"52,254",799,,67.83479349,,
150,AL,2017,October,12 month-ending,Alabama,,,,,,,"52,267",801,,67.16604245,,
151,AL,2017,September,12 month-ending,Alabama,,,,,,,"52,232",800,,66.125,,
152,AL,2018,April,12 month-ending,Alabama,,,,,,,"53,252",785,,72.61146497,,
153,AL,2018,August,12 month-ending,Alabama,,,,,,,"53,500",745,,74.63087248,,
154,AL,2018,December,12 month-ending,Alabama,,,,,,,"53,296",740,,74.86486486,,
155,AL,2018,February,12 month-ending,Alabama,,,,,,,"53,281",799,,71.08886108,,
156,AL,2018,January,12 month-ending,Alabama,,,,,,,"53,108",785,,69.93630573,,
157,AL,2018,July,12 month-ending,Alabama,,,,,,,"53,478",759,,73.78129117,,
158,AL,2018,June,12 month-ending,Alabama,,,,,,,"53,375",764,,73.42931937,,
159,AL,2018,March,12 month-ending,Alabama,,,,,,,"53,230",785,,70.57324841,,
160,AL,2018,May,12 month-ending,Alabama,,,,,,,"53,290",787,,72.17280813,,
161,AL,2018,November,12 month-ending,Alabama,,,,,,,"53,381",744,,75.40322581,,
162,AL,2018,October,12 month-ending,Alabama,,,,,,,"53,406",751,,74.43408788,,
163,AL,2018,September,12 month-ending,Alabama,,,,,,,"53,384",754,,74.40318302,,
164,AL,2019,April,12 month-ending,Alabama,,,,,,,"52,576",699,,76.82403433,,
165,AL,2019,August,12 month-ending,Alabama,,,,,,,"53,025",731,,78.52257182,,
166,AL,2019,December,12 month-ending,Alabama,,,,,,,"53,210",739,,80.92016238,,
167,AL,2019,February,12 month-ending,Alabama,,,,,,,"52,432",703,,74.82219061,,
168,AL,2019,January,12 month-ending,Alabama,,,,,,,"52,534",724,,74.30939227,,
169,AL,2019,July,12 month-ending,Alabama,,,,,,,"52,899",715,,77.48251748,,
170,AL,2019,June,12 month-ending,Alabama,,,,,,,"52,785",720,,76.25,,
171,AL,2019,March,12 month-ending,Alabama,,,,,,,"52,531",701,,76.46219686,,
172,AL,2019,May,12 month-ending,Alabama,,,,,,,"52,698",699,,76.82403433,,
173,AL,2019,November,12 month-ending,Alabama,,,,,,,"53,207",750,,79.86666667,,
174,AL,2019,October,12 month-ending,Alabama,,,,,,,"53,072",743,,79.40780619,,
175,AL,2019,September,12 month-ending,Alabama,,,,,,,"53,061",719,,79.13769124,,
176,AL,2020,April,12 month-ending,Alabama,,,,,,,"54,004",826,,82.56658596,,
177,AL,2020,August,12 month-ending,Alabama,,,,,,,"58,088",934,,83.61884368,,
178,AL,2020,December,12 month-ending,Alabama,,,,,,,"63,362",989,,84.63094034,,
179,AL,2020,February,12 month-ending,Alabama,,,,,,,"53,422",772,,81.86528497,,
180,AL,2020,January,12 month-ending,Alabama,,,,,,,"53,128",754,,80.90185676,,
181,AL,2020,July,12 month-ending,Alabama,,,,,,,"56,638",919,,84.00435256,,
182,AL,2020,June,12 month-ending,Alabama,,,,,,,"55,299",902,,84.70066519,,
183,AL,2020,March,12 month-ending,Alabama,,,,,,,"53,503",791,,83.18584071,,
184,AL,2020,May,12 month-ending,Alabama,,,,,,,"54,639",879,,83.73151308,,
185,AL,2020,November,12 month-ending,Alabama,,,,,,,"61,080",960,,84.375,,
186,AL,2020,October,12 month-ending,Alabama,,,,,,,"59,979",946,,84.24947146,,
187,AL,2020,September,12 month-ending,Alabama,,,,,,,"59,072",952,,83.71848739,,
188,AL,2021,April,12 month-ending,Alabama,,,,,,,"67,796","1,124",,86.92170819,,
189,AL,2021,August,12 month-ending,Alabama,,,,,,,"67,485","1,193",,88.68398994,,
190,AL,2021,December,12 month-ending,Alabama,,,,,,,"67,323","1,333",,88.97224306,,
191,AL,2021,February,12 month-ending,Alabama,,,,,,,"67,381","1,047",,85.2913085,,
192,AL,2021,January,12 month-ending,Alabama,,,,,,,"66,454","1,032",,85.07751938,,
193,AL,2021,July,12 month-ending,Alabama,,,,,,,"66,595","1,165",,88.41201717,,
194,AL,2021,June,12 month-ending,Alabama,,,,,,,"67,394","1,138",,87.52196837,,
195,AL,2021,March,12 month-ending,Alabama,,,,,,,"67,701","1,091",,85.70119157,,
196,AL,2021,May,12 month-ending,Alabama,,,,,,,"67,598","1,123",,86.99910953,,
197,AL,2021,November,12 month-ending,Alabama,,,,,,,"69,025","1,308",,88.68501529,,
198,AL,2021,October,12 month-ending,Alabama,,,,,,,"69,542","1,295",,89.03474903,,
199,AL,2021,September,12 month-ending,Alabama,,,,,,,"69,141","1,247",,88.77305533,,
200,AL,2022,April,12 month-ending,Alabama,218,86,29,123,148,896,"66,123","1,345",938,90.18587361,487,818
201,AL,2022,August,12 month-ending,Alabama,241,58,31,119,147,"1,002","63,862","1,412","1,032",91.92634561,551,926
202,AL,2022,December,12 month-ending,Alabama,249,46,30,143,170,"1,052","61,127","1,452","1,076",93.31955923,576,971
203,AL,2022,February,12 month-ending,Alabama,,,,,,,"66,607","1,369",,89.77355734,,
204,AL,2022,January,12 month-ending,Alabama,,,,,,,"66,197","1,331",,89.25619835,,
205,AL,2022,July,12 month-ending,Alabama,248,60,33,126,156,968,"65,694","1,394","1,002",91.53515065,527,887
206,AL,2022,June,12 month-ending,Alabama,240,67,28,125,151,931,"65,747","1,355",963,91.14391144,511,854
207,AL,2022,March,12 month-ending,Alabama,,,,,,,"66,541","1,352",,89.9408284,,
208,AL,2022,May,12 month-ending,Alabama,230,79,29,125,151,919,"65,826","1,356",958,90.92920354,497,841
209,AL,2022,November,12 month-ending,Alabama,243,48,31,134,162,"1,054","61,124","1,454","1,080",93.12242091,576,977
210,AL,2022,October,12 month-ending,Alabama,243,50,30,133,160,"1,027","61,261","1,435","1,055",92.61324042,561,949
211,AL,2022,September,12 month-ending,Alabama,240,55,30,121,148,"1,008","61,789","1,410","1,038",92.4822695,538,931
212,AL,2023,April,12 month-ending,Alabama,268,45,25,150,172,"1,135","58,685","1,539","1,159",94.47693307,631,"1,060"
213,AL,2023,August,12 month-ending,Alabama,287,39,26,163,185,"1,167","58,751","1,589","1,188",94.83952171,621,"1,085"
214,AL,2023,December,12 month-ending,Alabama,299,40,26,153,174,"1,176","58,206","1,598","1,196",94.74342929,605,"1,099"
215,AL,2023,February,12 month-ending,Alabama,264,43,24,144,166,"1,103","58,621","1,507","1,126",93.89515594,593,"1,029"
216,AL,2023,January,12 month-ending,Alabama,268,45,31,146,174,"1,098","59,800","1,495","1,122",93.77926421,596,"1,017"
217,AL,2023,July,12 month-ending,Alabama,274,45,24,160,180,"1,187","58,734","1,603","1,207",94.6974423,637,"1,107"
218,AL,2023,June,12 month-ending,Alabama,271,47,29,155,179,"1,179","58,823","1,592","1,203",94.53517588,628,"1,101"
219,AL,2023,March,12 month-ending,Alabama,269,45,24,147,169,"1,133","58,582","1,540","1,154",94.28571429,614,"1,055"
220,AL,2023,May,12 month-ending,Alabama,261,46,27,152,175,"1,161","59,003","1,567","1,185",94.57562221,629,"1,084"
221,AL,2023,November,12 month-ending,Alabama,300,40,26,154,175,"1,163","58,062","1,585","1,182",94.63722397,597,"1,083"
222,AL,2023,October,12 month-ending,Alabama,286,37,27,153,176,"1,150","58,252","1,570","1,168",94.58598726,603,"1,069"
223,AL,2023,September,12 month-ending,Alabama,286,39,27,155,178,"1,159","58,635","1,579","1,179",94.80683977,625,"1,080"
224,AL,2024,April,12 month-ending,Alabama,279,30,28,139,164,"1,072","58,586","1,488","1,089",93.6827957,563,996
225,AL,2024,August,12 month-ending,Alabama,231,25,24,112,135,900,"58,122","1,295",914,92.12355212,510,836
226,AL,2024,February,12 month-ending,Alabama,292,34,30,149,175,"1,130","58,554","1,544","1,148",94.36528497,588,"1,053"
227,AL,2024,January,12 month-ending,Alabama,291,37,27,150,173,"1,152","58,547","1,572","1,171",94.46564885,593,"1,076"
228,AL,2024,July,12 month-ending,Alabama,234,24,26,117,142,917,"58,184","1,315",933,92.39543726,509,849
229,AL,2024,June,12 month-ending,Alabama,250,24,25,126,150,985,"58,325","1,402","1,001",92.79600571,541,913
230,AL,2024,March,12 month-ending,Alabama,283,32,30,146,172,"1,097","58,474","1,507","1,115",93.82879894,573,"1,024"
231,AL,2024,May,12 month-ending,Alabama,271,27,28,136,162,"1,016","58,246","1,433","1,033",93.44033496,553,939
232,AR,2015,April,12 month-ending,Arkansas,,,,,,,"30,444",373,,74.5308311,,
233,AR,2015,August,12 month-ending,Arkansas,,,,,,,"30,884",398,,76.63316583,,
234,AR,2015,December,12 month-ending,Arkansas,,,,,,,"30,986",381,,77.69028871,,
235,AR,2015,February,12 month-ending,Arkansas,,,,,,,"30,332",366,,73.7704918,,
236,AR,2015,January,12 month-ending,Arkansas,,,,,,,"30,122",366,,73.49726776,,
237,AR,2015,July,12 month-ending,Arkansas,,,,,,,"30,685",395,,76.20253165,,
238,AR,2015,June,12 month-ending,Arkansas,,,,,,,"30,722",391,,75.95907928,,
239,AR,2015,March,12 month-ending,Arkansas,,,,,,,"30,387",385,,73.50649351,,
240,AR,2015,May,12 month-ending,Arkansas,,,,,,,"30,602",383,,75.19582245,,
241,AR,2015,November,12 month-ending,Arkansas,,,,,,,"31,007",389,,76.86375321,,
242,AR,2015,October,12 month-ending,Arkansas,,,,,,,"31,015",397,,76.5743073,,
243,AR,2015,September,12 month-ending,Arkansas,,,,,,,"30,931",392,,77.04081633,,
244,AR,2016,April,12 month-ending,Arkansas,,,,,,,"30,489",372,,72.58064516,,
245,AR,2016,August,12 month-ending,Arkansas,,,,,,,"30,488",383,,70.23498695,,
246,AR,2016,December,12 month-ending,Arkansas,,,,,,,"31,028",386,,70.20725389,,
247,AR,2016,February,12 month-ending,Arkansas,,,,,,,"30,413",379,,75.98944591,,
248,AR,2016,January,12 month-ending,Arkansas,,,,,,,"30,624",378,,75.66137566,,
249,AR,2016,July,12 month-ending,Arkansas,,,,,,,"30,590",378,,69.57671958,,
250,AR,2016,June,12 month-ending,Arkansas,,,,,,,"30,434",369,,70.73170732,,
251,AR,2016,March,12 month-ending,Arkansas,,,,,,,"30,421",363,,74.93112948,,
252,AR,2016,May,12 month-ending,Arkansas,,,,,,,"30,361",376,,71.54255319,,
253,AR,2016,November,12 month-ending,Arkansas,,,,,,,"30,697",378,,69.31216931,,
254,AR,2016,October,12 month-ending,Arkansas,,,,,,,"30,489",372,,69.35483871,,
255,AR,2016,September,12 month-ending,Arkansas,,,,,,,"30,540",379,,69.39313984,,
256,AR,2017,April,12 month-ending,Arkansas,,,,,,,"31,382",386,,72.5388601,,
257,AR,2017,August,12 month-ending,Arkansas,,,,,,,"31,596",406,,74.38423645,,
258,AR,2017,December,12 month-ending,Arkansas,,,,,,,"31,823",425,,72.94117647,,
259,AR,2017,February,12 month-ending,Arkansas,,,,,,,"31,156",380,,69.73684211,,
260,AR,2017,January,12 month-ending,Arkansas,,,,,,,"31,113",384,,69.53125,,
261,AR,2017,July,12 month-ending,Arkansas,,,,,,,"31,550",395,,74.93670886,,
262,AR,2017,June,12 month-ending,Arkansas,,,,,,,"31,555",398,,72.86432161,,
263,AR,2017,March,12 month-ending,Arkansas,,,,,,,"31,309",384,,70.83333333,,
264,AR,2017,May,12 month-ending,Arkansas,,,,,,,"31,496",383,,72.845953,,
265,AR,2017,November,12 month-ending,Arkansas,,,,,,,"31,654",411,,73.72262774,,
266,AR,2017,October,12 month-ending,Arkansas,,,,,,,"31,724",410,,73.90243902,,
267,AR,2017,September,12 month-ending,Arkansas,,,,,,,"31,718",413,,74.81840194,,
268,AR,2018,April,12 month-ending,Arkansas,,,,,,,"32,057",425,,74.58823529,,
269,AR,2018,August,12 month-ending,Arkansas,,,,,,,"32,011",455,,77.14285714,,
270,AR,2018,December,12 month-ending,Arkansas,,,,,,,"31,822",433,,81.29330254,,
271,AR,2018,February,12 month-ending,Arkansas,,,,,,,"32,398",424,,74.05660377,,
272,AR,2018,January,12 month-ending,Arkansas,,,,,,,"32,292",427,,75.17564403,,
273,AR,2018,July,12 month-ending,Arkansas,,,,,,,"32,046",451,,76.49667406,,
274,AR,2018,June,12 month-ending,Arkansas,,,,,,,"32,084",447,,76.73378076,,
275,AR,2018,March,12 month-ending,Arkansas,,,,,,,"32,198",430,,73.48837209,,
276,AR,2018,May,12 month-ending,Arkansas,,,,,,,"32,120",443,,76.07223476,,
277,AR,2018,November,12 month-ending,Arkansas,,,,,,,"32,127",446,,79.37219731,,
278,AR,2018,October,12 month-ending,Arkansas,,,,,,,"32,046",457,,78.99343545,,
279,AR,2018,September,12 month-ending,Arkansas,,,,,,,"31,960",448,,77.90178571,,
280,AR,2019,April,12 month-ending,Arkansas,,,,,,,"32,030",434,,85.94470046,,
281,AR,2019,August,12 month-ending,Arkansas,,,,,,,"32,084",355,,89.29577465,,
